prediction_id,feedback_timestamp,verdict
pred_001468,2025-10-18T12:32:00,legit
pred_001472,2025-10-01T14:29:00,legit
pred_001473,2025-10-23T14:46:00,fraud
pred_001485,2025-09-30T18:02:00,legit
pred_001488,2025-10-20T18:22:00,legit
pred_001489,2025-10-05T18:43:00,legit
pred_001490,2025-10-15T19:05:00,legit
pred_001492,2025-09-30T19:39:00,legit
pred_001495,2025-10-14T21:37:00,legit
pred_001499,2025-10-13T22:41:00,legit
pred_001506,2025-10-06T01:20:00,legit
pred_001507,2025-10-14T01:28:00,legit
pred_001511,2025-10-02T03:04:00,legit
pred_001513,2025-10-13T03:51:00,legit
pred_001517,2025-10-23T05:34:00,legit
pred_001519,2025-10-17T06:02:00,legit
pred_001521,2025-10-13T06:24:00,legit
pred_001528,2025-10-02T08:49:00,legit
pred_001529,2025-10-02T09:02:00,legit
pred_001530,2025-10-14T09:06:00,legit
pred_001534,2025-10-02T10:08:00,legit
pred_001539,2025-10-23T11:04:00,legit
pred_001551,2025-10-09T14:54:00,legit
pred_001552,2025-10-19T15:00:00,unclear
pred_001561,2025-10-02T18:29:00,legit
pred_001562,2025-10-04T19:01:00,legit
pred_001567,2025-10-02T20:19:00,legit
pred_001571,2025-10-08T22:16:00,legit
pred_001580,2025-10-11T00:35:00,legit
pred_001583,2025-10-08T01:24:00,legit
pred_001587,2025-10-12T02:00:00,legit
pred_001592,2025-10-18T03:57:00,legit
pred_001595,2025-10-17T04:09:00,legit
pred_001599,2025-10-17T05:08:00,legit
pred_001604,2025-10-19T06:25:00,legit
pred_001605,2025-10-04T06:26:00,legit
pred_001607,2025-10-06T06:47:00,legit
pred_001611,2025-10-08T07:42:00,legit
pred_001613,2025-10-22T08:02:00,legit
pred_001614,2025-10-23T08:22:00,fraud
pred_001623,2025-10-08T11:54:00,legit
pred_001624,2025-10-24T12:12:00,legit
pred_001625,2025-10-04T13:38:00,legit
pred_001630,2025-10-17T16:55:00,legit
pred_001631,2025-10-17T17:32:00,legit
pred_001633,2025-10-05T18:36:00,legit
pred_001636,2025-10-04T20:20:00,legit
pred_001637,2025-10-15T20:36:00,legit
pred_001640,2025-10-05T21:47:00,legit
pred_001642,2025-10-04T22:52:00,legit
pred_001643,2025-10-15T23:52:00,legit
pred_001645,2025-10-25T00:16:00,legit
pred_001650,2025-10-09T01:23:00,legit
pred_001652,2025-10-11T01:35:00,legit
pred_001653,2025-10-07T01:52:00,legit
pred_001658,2025-10-09T03:20:00,legit
pred_001661,2025-10-12T04:18:00,unclear
pred_001664,2025-10-09T05:58:00,legit
pred_001665,2025-10-05T06:18:00,legit
pred_001669,2025-10-25T07:13:00,legit
pred_001670,2025-10-12T07:21:00,legit
pred_001671,2025-10-15T07:47:00,legit
pred_001674,2025-10-13T08:31:00,legit
pred_001678,2025-10-07T10:16:00,fraud
pred_001679,2025-10-11T11:10:00,legit
pred_001680,2025-10-11T11:20:00,fraud
pred_001681,2025-10-12T11:59:00,legit
pred_001684,2025-10-09T13:31:00,legit
pred_001692,2025-10-17T14:59:00,legit
pred_001693,2025-10-26T15:00:00,legit
pred_001694,2025-10-11T15:04:00,fraud
pred_001695,2025-10-25T15:07:00,legit
pred_001696,2025-10-14T15:40:00,fraud
pred_001700,2025-10-06T17:38:00,fraud
pred_001701,2025-10-07T17:40:00,legit
pred_001702,2025-10-15T18:06:00,legit
pred_001707,2025-10-05T20:35:00,legit
pred_001710,2025-10-18T22:05:00,legit
pred_001716,2025-10-06T00:50:00,legit
pred_001718,2025-10-22T02:02:00,legit
pred_001719,2025-10-10T02:05:00,legit
pred_001722,2025-10-15T03:44:00,legit
pred_001723,2025-10-06T04:06:00,legit
pred_001725,2025-10-15T04:31:00,unclear
pred_001727,2025-10-23T05:05:00,legit
pred_001730,2025-10-21T06:30:00,legit
pred_001739,2025-10-08T09:11:00,legit
pred_001741,2025-10-13T09:38:00,fraud
pred_001745,2025-10-19T10:43:00,legit
pred_001749,2025-10-21T10:59:00,legit
pred_001752,2025-10-04T12:16:00,legit
pred_001754,2025-10-21T13:07:00,legit
pred_001756,2025-10-14T13:52:00,legit
pred_001757,2025-10-11T14:05:00,legit
pred_001759,2025-10-22T14:40:00,unclear
pred_001760,2025-10-26T14:49:00,legit
pred_001764,2025-10-24T15:44:00,unclear
pred_001769,2025-10-23T17:27:00,legit
pred_001775,2025-10-18T18:08:00,legit
pred_001776,2025-10-06T18:09:00,legit
pred_001779,2025-10-27T18:48:00,legit
pred_001784,2025-10-19T20:47:00,legit
pred_001785,2025-10-13T21:07:00,legit
pred_001786,2025-10-09T21:17:00,legit
pred_001789,2025-10-08T00:18:00,legit
pred_001792,2025-10-06T00:24:00,legit
pred_001794,2025-10-21T00:58:00,legit
pred_001795,2025-10-18T01:23:00,legit
pred_001796,2025-10-23T01:53:00,legit
pred_001798,2025-10-27T02:53:00,legit
pred_001800,2025-10-25T03:23:00,legit
pred_001806,2025-10-26T04:35:00,legit
pred_001807,2025-10-09T05:39:00,legit
pred_001809,2025-10-14T06:24:00,legit
pred_001811,2025-10-28T06:36:00,legit
pred_001813,2025-10-06T08:17:00,legit
pred_001815,2025-10-22T08:28:00,legit
pred_001816,2025-10-28T08:39:00,legit
pred_001818,2025-10-17T10:02:00,legit
pred_001819,2025-10-11T10:09:00,legit
pred_001820,2025-10-08T10:21:00,legit
pred_001821,2025-10-10T10:46:00,legit
pred_001823,2025-10-25T11:51:00,legit
pred_001824,2025-10-19T11:59:00,legit
pred_001827,2025-10-20T12:54:00,legit
pred_001833,2025-10-15T14:29:00,legit
pred_001837,2025-10-11T16:10:00,legit
pred_001838,2025-10-14T16:31:00,legit
pred_001839,2025-10-10T16:39:00,legit
pred_001842,2025-10-12T19:00:00,legit
pred_001843,2025-10-13T19:23:00,legit
pred_001846,2025-10-21T20:40:00,legit
pred_001857,2025-10-05T22:49:00,legit
pred_001863,2025-10-08T23:58:00,legit
pred_001869,2025-10-22T02:37:00,legit
pred_001871,2025-10-28T03:05:00,legit
pred_001872,2025-10-25T03:38:00,unclear
pred_001874,2025-10-11T04:01:00,legit
pred_001875,2025-10-08T04:01:00,legit
pred_001876,2025-10-18T04:33:00,fraud
pred_001877,2025-10-19T05:08:00,legit
pred_001878,2025-10-10T05:32:00,legit
pred_001883,2025-10-17T07:06:00,legit
pred_001884,2025-10-23T07:18:00,legit
pred_001890,2025-10-15T09:40:00,legit
pred_001896,2025-10-26T11:46:00,legit
pred_001902,2025-10-23T14:48:00,fraud
pred_001907,2025-10-07T15:39:00,legit
pred_001911,2025-10-12T17:22:00,fraud
pred_001912,2025-10-25T18:47:00,fraud
pred_001913,2025-10-07T18:57:00,legit
pred_001916,2025-10-27T19:46:00,legit
pred_001923,2025-10-24T22:17:00,legit
pred_001925,2025-10-09T22:26:00,legit
pred_001926,2025-10-21T22:52:00,legit
pred_001929,2025-10-19T23:11:00,legit
pred_001933,2025-10-16T23:52:00,fraud
pred_001936,2025-10-15T01:45:00,legit
pred_001947,2025-10-23T05:31:00,legit
pred_001949,2025-10-08T07:02:00,legit
pred_001952,2025-10-15T08:29:00,legit
pred_001954,2025-10-14T08:40:00,legit
pred_001958,2025-10-12T09:49:00,legit
pred_001962,2025-10-16T11:32:00,legit
pred_001964,2025-10-18T12:16:00,legit
pred_001965,2025-10-24T12:47:00,legit
pred_001967,2025-10-27T13:35:00,legit
pred_001968,2025-10-25T14:20:00,legit
pred_001970,2025-10-19T15:19:00,legit
pred_001971,2025-10-27T15:34:00,fraud
pred_001972,2025-10-10T16:10:00,legit
pred_001974,2025-10-18T16:53:00,legit
pred_001975,2025-10-10T17:15:00,legit
pred_001976,2025-10-22T18:01:00,legit
pred_001977,2025-10-10T18:03:00,legit
pred_001988,2025-10-23T20:31:00,legit
pred_001991,2025-10-24T22:03:00,legit
pred_001993,2025-10-29T22:35:00,legit
pred_001994,2025-10-08T22:38:00,legit
pred_001996,2025-10-22T23:16:00,legit
pred_001997,2025-10-21T23:52:00,legit
pred_001999,2025-10-21T01:24:00,legit
pred_002003,2025-10-14T02:15:00,legit
pred_002004,2025-10-20T03:45:00,legit
pred_002005,2025-10-18T03:55:00,legit
pred_002007,2025-10-14T04:27:00,legit
pred_002008,2025-10-19T04:31:00,legit
pred_002011,2025-10-30T05:05:00,legit
pred_002013,2025-10-11T05:32:00,legit
pred_002014,2025-10-13T05:33:00,legit
pred_002017,2025-10-25T05:46:00,fraud
pred_002018,2025-10-19T06:02:00,legit
pred_002019,2025-10-22T06:25:00,legit
pred_002028,2025-10-29T09:45:00,legit
pred_002030,2025-10-15T10:09:00,legit
pred_002032,2025-10-28T10:58:00,legit
pred_002033,2025-10-31T11:02:00,legit
pred_002034,2025-10-16T11:27:00,legit
pred_002038,2025-10-14T12:06:00,legit
pred_002043,2025-10-09T14:18:00,legit
pred_002045,2025-10-08T14:50:00,legit
pred_002048,2025-10-09T16:11:00,legit
pred_002051,2025-10-20T17:33:00,fraud
pred_002053,2025-10-26T18:38:00,legit
pred_002054,2025-10-27T18:53:00,legit
pred_002058,2025-10-22T20:15:00,fraud
pred_002060,2025-10-17T21:48:00,legit
pred_002061,2025-10-31T21:55:00,legit
pred_002062,2025-10-25T22:08:00,fraud
pred_002063,2025-10-17T22:41:00,legit
pred_002067,2025-10-29T23:29:00,legit
pred_002068,2025-10-18T00:07:00,legit
pred_002071,2025-10-16T02:57:00,unclear
pred_002073,2025-10-10T03:29:00,fraud
pred_002074,2025-10-18T03:32:00,fraud
pred_002077,2025-10-27T05:22:00,legit
pred_002078,2025-10-28T05:48:00,unclear
pred_002079,2025-10-19T06:07:00,legit
pred_002081,2025-11-01T08:08:00,legit
pred_002086,2025-10-23T09:49:00,legit
pred_002093,2025-10-17T16:16:00,legit
pred_002095,2025-11-01T17:30:00,fraud
pred_002101,2025-10-22T21:12:00,legit
pred_002103,2025-10-12T22:37:00,legit
pred_002109,2025-10-31T00:42:00,fraud
pred_002110,2025-10-22T00:55:00,legit
pred_002111,2025-10-19T01:34:00,legit
pred_002127,2025-10-31T06:00:00,fraud
pred_002128,2025-10-24T06:44:00,legit
pred_002131,2025-10-10T08:41:00,fraud
pred_002132,2025-10-27T09:29:00,unclear
pred_002140,2025-10-18T12:19:00,legit
pred_002148,2025-10-23T14:09:00,legit
pred_002152,2025-11-01T15:43:00,legit
pred_002156,2025-10-10T16:52:00,unclear
pred_002162,2025-10-28T18:37:00,legit
pred_002167,2025-10-14T20:00:00,legit
pred_002171,2025-10-12T21:23:00,legit
pred_002174,2025-10-30T21:48:00,legit
pred_002175,2025-10-28T22:35:00,legit
pred_002177,2025-10-22T23:03:00,fraud
pred_002178,2025-10-29T23:17:00,legit
pred_002179,2025-10-31T23:43:00,legit
pred_002180,2025-10-19T00:00:00,legit
pred_002187,2025-11-03T02:02:00,legit
pred_002192,2025-10-21T04:25:00,legit
pred_002193,2025-10-26T05:03:00,legit
pred_002194,2025-10-14T05:13:00,legit
pred_002196,2025-10-21T05:27:00,legit
pred_002197,2025-10-13T06:11:00,legit
pred_002199,2025-10-21T07:12:00,legit
pred_002201,2025-10-12T07:29:00,legit
pred_002202,2025-10-28T08:07:00,legit
pred_002204,2025-10-24T08:46:00,legit
pred_002209,2025-10-22T11:55:00,legit
pred_002210,2025-10-13T12:06:00,legit
pred_002212,2025-10-21T12:36:00,fraud
pred_002213,2025-10-26T12:56:00,legit
pred_002219,2025-10-27T15:52:00,unclear
pred_002221,2025-10-18T16:02:00,legit
pred_002223,2025-10-19T16:15:00,legit
pred_002227,2025-10-11T17:29:00,legit
pred_002230,2025-10-25T18:00:00,legit
pred_002232,2025-10-31T18:25:00,legit
pred_002233,2025-10-19T18:37:00,legit
pred_002235,2025-10-24T19:08:00,legit
pred_002238,2025-10-17T19:32:00,legit
pred_002240,2025-10-25T20:25:00,legit
pred_002241,2025-10-19T20:46:00,legit
pred_002243,2025-10-30T21:04:00,legit
pred_002244,2025-10-23T21:18:00,legit
pred_002247,2025-10-25T21:57:00,legit
pred_002248,2025-10-28T22:00:00,legit
pred_002250,2025-10-22T22:37:00,legit
pred_002253,2025-11-03T00:22:00,legit
pred_002255,2025-10-13T01:02:00,legit
pred_002256,2025-10-15T01:11:00,legit
pred_002259,2025-10-13T02:47:00,legit
pred_002263,2025-10-18T03:19:00,legit
pred_002268,2025-11-01T04:03:00,legit
pred_002279,2025-10-28T07:48:00,legit
pred_002281,2025-10-23T07:57:00,legit
pred_002282,2025-10-27T07:59:00,legit
pred_002283,2025-10-21T08:11:00,legit
pred_002291,2025-11-04T09:39:00,legit
pred_002294,2025-11-04T10:39:00,legit
pred_002298,2025-10-28T12:20:00,legit
pred_002305,2025-10-12T14:05:00,legit
pred_002306,2025-10-20T14:08:00,fraud
pred_002309,2025-10-24T14:44:00,legit
pred_002312,2025-10-27T15:06:00,legit
pred_002313,2025-11-02T15:42:00,legit
pred_002321,2025-10-25T18:18:00,legit
pred_002324,2025-10-21T19:38:00,legit
pred_002326,2025-10-28T20:12:00,legit
pred_002327,2025-10-21T20:51:00,legit
pred_002328,2025-11-02T20:58:00,legit
pred_002329,2025-10-30T21:02:00,fraud
pred_002332,2025-10-23T21:17:00,legit
pred_002334,2025-10-14T22:06:00,legit
pred_002338,2025-11-04T01:27:00,legit
pred_002341,2025-11-05T02:03:00,legit
pred_002345,2025-10-28T02:29:00,legit
pred_002346,2025-11-05T02:33:00,legit
pred_002347,2025-10-28T03:11:00,legit
pred_002348,2025-10-25T04:47:00,legit
pred_002350,2025-10-28T05:42:00,legit
pred_002352,2025-10-31T06:31:00,legit
pred_002353,2025-10-29T06:37:00,legit
pred_002355,2025-10-13T06:59:00,legit
pred_002357,2025-11-03T07:14:00,unclear
pred_002364,2025-10-26T09:54:00,legit
pred_002365,2025-10-15T10:10:00,legit
pred_002367,2025-10-18T11:02:00,legit
pred_002369,2025-10-31T11:12:00,legit
pred_002371,2025-10-13T11:16:00,legit
pred_002374,2025-10-18T12:19:00,legit
pred_002376,2025-10-15T12:44:00,legit
pred_002377,2025-11-05T12:50:00,legit
pred_002381,2025-11-05T13:41:00,legit
pred_002390,2025-11-03T15:32:00,fraud
pred_002391,2025-10-21T16:05:00,legit
pred_002394,2025-11-05T17:02:00,legit
pred_002395,2025-10-27T17:19:00,legit
pred_002398,2025-10-25T19:16:00,legit
pred_002402,2025-10-23T21:30:00,legit
pred_002405,2025-10-20T22:09:00,legit
pred_002406,2025-11-05T23:27:00,legit
pred_002407,2025-11-06T00:12:00,legit
pred_002411,2025-10-15T02:01:00,legit
pred_002420,2025-10-19T05:43:00,legit
pred_002426,2025-10-15T07:54:00,legit
pred_002427,2025-10-16T08:18:00,fraud
pred_002431,2025-11-04T10:19:00,legit
pred_002433,2025-10-20T11:28:00,legit
pred_002440,2025-10-24T13:08:00,fraud
pred_002441,2025-11-05T13:11:00,legit
pred_002443,2025-10-21T13:38:00,legit
pred_002444,2025-10-28T13:46:00,legit
pred_002445,2025-10-23T14:23:00,legit
pred_002446,2025-10-31T14:25:00,unclear
pred_002449,2025-10-25T15:07:00,legit
pred_002451,2025-10-23T15:26:00,legit
pred_002452,2025-10-28T16:10:00,legit
pred_002455,2025-10-18T18:09:00,legit
pred_002460,2025-11-06T20:12:00,legit
pred_002463,2025-10-18T20:26:00,legit
pred_002464,2025-11-05T21:16:00,legit
pred_002465,2025-10-22T21:38:00,legit
pred_002467,2025-10-23T22:00:00,legit
pred_002468,2025-11-03T22:43:00,unclear
pred_002473,2025-10-21T23:57:00,legit
pred_002474,2025-11-06T00:01:00,legit
pred_002478,2025-11-02T01:09:00,legit
pred_002479,2025-11-01T01:11:00,legit
pred_002480,2025-10-18T02:14:00,legit
pred_002481,2025-10-18T02:15:00,legit
pred_002483,2025-10-17T03:12:00,legit
pred_002484,2025-10-31T03:14:00,legit
pred_002487,2025-10-19T04:37:00,legit
pred_002488,2025-10-31T05:17:00,legit
pred_002491,2025-10-22T07:21:00,legit
pred_002492,2025-10-19T08:05:00,legit
pred_002493,2025-11-05T08:12:00,legit
pred_002494,2025-10-23T08:35:00,legit
pred_002495,2025-11-02T08:39:00,legit
pred_002496,2025-10-29T08:43:00,legit
pred_002497,2025-10-24T09:20:00,legit
pred_002500,2025-10-25T11:23:00,legit
pred_002501,2025-10-21T11:33:00,legit
pred_002505,2025-10-22T12:57:00,legit
pred_002507,2025-10-15T13:35:00,legit
pred_002511,2025-10-30T15:21:00,legit
pred_002512,2025-11-06T15:23:00,legit
pred_002513,2025-11-06T15:24:00,legit
pred_002515,2025-11-01T16:40:00,fraud
pred_002519,2025-10-16T17:22:00,legit
pred_002521,2025-10-16T18:42:00,fraud
pred_002527,2025-10-16T21:28:00,fraud
pred_002528,2025-10-16T21:44:00,legit
pred_002529,2025-10-28T22:14:00,legit
pred_002535,2025-11-06T00:59:00,legit
pred_002537,2025-10-17T01:18:00,legit
pred_002538,2025-11-06T01:30:00,fraud
pred_002547,2025-10-21T05:26:00,legit
pred_002550,2025-11-01T05:54:00,legit
pred_002553,2025-10-24T09:33:00,legit
pred_002559,2025-10-30T11:14:00,legit
pred_002560,2025-11-06T11:21:00,legit
pred_002561,2025-10-23T11:47:00,legit
pred_002564,2025-10-30T13:06:00,legit
pred_002566,2025-10-25T14:09:00,legit
pred_002568,2025-11-06T14:43:00,legit
pred_002570,2025-10-16T15:08:00,fraud
pred_002571,2025-10-29T15:19:00,legit
pred_002572,2025-10-21T15:31:00,legit
pred_002574,2025-10-22T15:43:00,legit
pred_002576,2025-10-23T16:47:00,legit
pred_002578,2025-10-28T18:24:00,legit
pred_002579,2025-11-02T19:28:00,legit
pred_002584,2025-10-17T22:22:00,legit
pred_002589,2025-10-22T23:12:00,legit
pred_002590,2025-10-29T23:18:00,legit
pred_002596,2025-10-30T01:44:00,fraud
pred_002597,2025-10-28T01:45:00,legit
pred_002598,2025-10-27T02:36:00,legit
pred_002599,2025-11-06T03:05:00,legit
pred_002601,2025-10-26T04:01:00,legit
pred_002602,2025-10-21T04:03:00,legit
pred_002603,2025-11-04T04:14:00,legit
pred_002604,2025-11-06T04:26:00,legit
pred_002605,2025-11-08T04:49:00,legit
pred_002607,2025-10-24T05:42:00,legit
pred_002611,2025-11-06T07:10:00,legit
pred_002614,2025-11-04T08:32:00,unclear
pred_002615,2025-11-06T08:45:00,unclear
pred_002616,2025-11-07T08:52:00,legit
pred_002622,2025-10-29T09:49:00,legit
pred_002624,2025-10-18T11:17:00,legit
pred_002634,2025-11-09T12:59:00,legit
pred_002642,2025-10-21T14:53:00,legit
pred_002643,2025-10-17T15:04:00,legit
pred_002644,2025-11-02T15:10:00,legit
pred_002645,2025-10-29T15:25:00,legit
pred_002646,2025-10-30T15:52:00,legit
pred_002649,2025-11-03T17:16:00,legit
pred_002651,2025-10-30T17:25:00,legit
pred_002653,2025-11-08T18:35:00,legit
pred_002656,2025-10-29T20:27:00,fraud
pred_002657,2025-10-27T20:59:00,legit
pred_002659,2025-11-07T22:06:00,legit
pred_002663,2025-11-09T23:19:00,legit
pred_002665,2025-10-25T00:00:00,legit
pred_002671,2025-10-28T01:21:00,legit
pred_002672,2025-10-19T01:36:00,legit
pred_002679,2025-10-24T03:42:00,legit
pred_002680,2025-11-04T03:56:00,legit
pred_002684,2025-10-25T04:57:00,legit
pred_002686,2025-10-23T05:53:00,legit
pred_002687,2025-10-29T06:00:00,legit
pred_002688,2025-10-27T06:08:00,legit
pred_002689,2025-11-07T06:20:00,legit
pred_002692,2025-11-10T07:15:00,legit
pred_002693,2025-11-08T07:15:00,legit
pred_002695,2025-11-07T07:28:00,legit
pred_002696,2025-10-29T07:50:00,legit
pred_002697,2025-10-22T07:56:00,legit
pred_002700,2025-11-05T08:24:00,legit
pred_002708,2025-11-07T10:13:00,legit
pred_002710,2025-10-22T10:35:00,legit
pred_002714,2025-10-31T13:26:00,legit
pred_002719,2025-11-08T15:32:00,legit
pred_002720,2025-10-19T15:36:00,legit
pred_002724,2025-11-01T16:37:00,legit
pred_002725,2025-10-28T16:46:00,legit
pred_002728,2025-10-20T18:05:00,legit
pred_002729,2025-10-26T18:20:00,legit
pred_002731,2025-11-09T18:48:00,fraud
pred_002733,2025-11-08T19:31:00,legit
pred_002735,2025-10-22T20:23:00,unclear
pred_002745,2025-10-20T00:25:00,legit
pred_002749,2025-10-26T02:03:00,legit
pred_002750,2025-10-28T02:13:00,legit
pred_002754,2025-11-04T03:45:00,fraud
pred_002756,2025-10-25T04:56:00,legit
pred_002760,2025-10-23T06:04:00,legit
pred_002761,2025-11-03T06:59:00,legit
pred_002764,2025-10-26T08:08:00,legit
pred_002766,2025-10-25T09:07:00,legit
pred_002770,2025-10-24T10:22:00,legit
pred_002771,2025-11-10T11:51:00,legit
pred_002774,2025-11-07T12:42:00,legit
pred_002777,2025-10-28T12:55:00,legit
pred_002778,2025-10-27T13:39:00,legit
pred_002781,2025-11-01T14:34:00,legit
pred_002782,2025-10-24T14:53:00,legit
pred_002785,2025-11-05T15:44:00,legit
pred_002786,2025-11-10T16:19:00,legit
pred_002790,2025-10-22T17:24:00,legit
pred_002791,2025-10-30T18:25:00,legit
pred_002795,2025-10-19T19:57:00,legit
pred_002798,2025-11-03T20:32:00,legit
pred_002799,2025-11-10T20:34:00,legit
pred_002801,2025-10-27T20:59:00,legit
pred_002803,2025-11-03T21:54:00,fraud
pred_002808,2025-11-01T22:12:00,legit
pred_002814,2025-10-23T23:59:00,legit
pred_002815,2025-10-30T00:08:00,legit
pred_002818,2025-11-08T01:27:00,legit
pred_002820,2025-10-26T02:17:00,legit
pred_002822,2025-10-23T02:44:00,legit
pred_002823,2025-10-25T03:13:00,legit
pred_002827,2025-10-21T04:25:00,fraud
pred_002828,2025-11-11T05:22:00,legit
pred_002833,2025-10-29T06:03:00,legit
pred_002834,2025-11-07T06:11:00,legit
pred_002835,2025-10-30T06:14:00,legit
pred_002836,2025-10-29T06:41:00,legit
pred_002839,2025-11-12T07:13:00,legit
pred_002840,2025-11-11T07:42:00,legit
pred_002841,2025-11-11T07:57:00,legit
pred_002843,2025-11-08T08:29:00,legit
pred_002844,2025-11-01T09:06:00,legit
pred_002847,2025-11-03T09:35:00,legit
pred_002849,2025-10-25T11:01:00,legit
pred_002850,2025-11-12T11:26:00,legit
pred_002851,2025-11-10T11:28:00,legit
pred_002854,2025-10-21T12:28:00,fraud
pred_002855,2025-11-06T14:32:00,legit
pred_002856,2025-11-10T14:42:00,legit
pred_002857,2025-10-26T14:47:00,legit
pred_002860,2025-10-23T16:09:00,legit
pred_002863,2025-10-26T16:35:00,legit
pred_002866,2025-11-04T18:30:00,legit
pred_002868,2025-10-31T19:23:00,legit
pred_002870,2025-10-27T20:57:00,legit
pred_002874,2025-10-24T22:00:00,legit
pred_002877,2025-11-06T22:43:00,legit
pred_002878,2025-11-05T23:02:00,legit
pred_002879,2025-11-07T23:15:00,legit
pred_002880,2025-10-29T23:35:00,legit
pred_002886,2025-11-11T02:57:00,fraud
pred_002889,2025-10-23T03:03:00,legit
pred_002893,2025-11-10T04:28:00,legit
pred_002894,2025-11-04T04:44:00,fraud
pred_002896,2025-10-23T06:20:00,legit
pred_002898,2025-10-30T06:32:00,unclear
pred_002900,2025-10-21T06:53:00,legit
pred_002903,2025-10-27T09:34:00,legit
pred_002907,2025-11-01T10:37:00,legit
pred_002909,2025-10-29T10:48:00,legit
pred_002910,2025-10-29T10:55:00,legit
pred_002914,2025-11-06T15:33:00,legit
pred_002917,2025-11-08T16:22:00,fraud
pred_002918,2025-10-24T16:41:00,legit
pred_002921,2025-11-04T19:58:00,fraud
pred_002922,2025-11-11T20:29:00,legit
pred_002924,2025-11-10T21:18:00,legit
pred_002925,2025-10-22T21:46:00,legit
pred_002926,2025-10-27T22:14:00,legit
pred_002929,2025-11-07T23:04:00,legit
pred_002930,2025-10-23T23:11:00,legit
pred_002931,2025-11-13T23:12:00,legit
pred_002934,2025-11-11T23:45:00,legit
pred_002937,2025-11-04T00:30:00,legit
pred_002939,2025-11-03T00:46:00,legit
pred_002940,2025-10-22T00:56:00,legit
pred_002942,2025-10-28T01:39:00,fraud
pred_002943,2025-11-03T01:40:00,legit
pred_002945,2025-11-04T02:59:00,legit
pred_002946,2025-10-31T03:18:00,legit
pred_002947,2025-11-12T03:28:00,legit
pred_002952,2025-10-30T05:42:00,fraud
pred_002953,2025-11-02T05:59:00,legit
pred_002956,2025-10-26T06:22:00,legit
pred_002962,2025-11-08T08:51:00,legit
pred_002970,2025-10-28T12:18:00,unclear
pred_002973,2025-11-09T14:12:00,legit
pred_002975,2025-11-06T14:45:00,legit
pred_002976,2025-10-30T15:20:00,legit
pred_002979,2025-10-30T17:11:00,legit
pred_002980,2025-11-14T17:14:00,legit
pred_002982,2025-11-13T17:20:00,legit
pred_002984,2025-11-10T17:35:00,legit
pred_002987,2025-11-12T18:14:00,legit
pred_002991,2025-11-02T18:52:00,legit
pred_002993,2025-11-04T19:11:00,legit
pred_002995,2025-11-08T19:28:00,legit
pred_002997,2025-11-04T20:05:00,legit
pred_003002,2025-11-12T21:22:00,legit
pred_003007,2025-10-22T23:32:00,legit
pred_003008,2025-10-31T23:38:00,legit
pred_003009,2025-11-14T00:15:00,legit
pred_003010,2025-11-04T00:30:00,legit
pred_003016,2025-11-12T03:58:00,legit
pred_003017,2025-11-07T04:01:00,legit
pred_003018,2025-10-23T04:18:00,legit
pred_003019,2025-11-14T04:21:00,legit
pred_003022,2025-11-13T05:33:00,legit
pred_003024,2025-10-24T05:40:00,legit
pred_003026,2025-10-27T07:29:00,legit
pred_003033,2025-10-27T09:20:00,legit
pred_003034,2025-11-10T09:49:00,legit
pred_003038,2025-11-11T12:22:00,legit
pred_003040,2025-11-01T12:50:00,legit
pred_003043,2025-11-01T14:36:00,legit
pred_003045,2025-11-05T14:40:00,legit
pred_003047,2025-10-24T15:31:00,legit
pred_003056,2025-10-27T17:52:00,legit
pred_003057,2025-11-08T18:41:00,fraud
pred_003058,2025-10-29T18:48:00,legit
pred_003059,2025-11-09T19:16:00,legit
pred_003062,2025-10-27T19:32:00,unclear
pred_003068,2025-11-04T22:00:00,legit
pred_003071,2025-11-12T23:15:00,legit
pred_003074,2025-11-10T00:18:00,legit
pred_003075,2025-11-01T00:36:00,legit
pred_003081,2025-11-07T03:56:00,legit
pred_003087,2025-11-15T05:08:00,legit
pred_003090,2025-10-29T05:50:00,legit
pred_003092,2025-11-06T06:29:00,fraud
pred_003093,2025-11-15T06:30:00,legit
pred_003095,2025-11-13T07:32:00,legit
pred_003096,2025-11-16T07:51:00,legit
pred_003098,2025-11-05T08:15:00,legit
pred_003102,2025-11-05T10:38:00,legit
pred_003107,2025-11-13T11:22:00,legit
pred_003110,2025-11-08T12:59:00,legit
pred_003111,2025-11-13T13:20:00,legit
pred_003112,2025-11-15T13:21:00,legit
pred_003114,2025-11-08T14:01:00,legit
pred_003118,2025-11-15T15:31:00,fraud
pred_003121,2025-10-31T16:33:00,legit
pred_003123,2025-10-25T16:41:00,unclear
pred_003125,2025-11-12T17:09:00,legit
pred_003131,2025-10-30T18:09:00,legit
pred_003134,2025-11-02T21:43:00,fraud
pred_003135,2025-11-12T21:45:00,legit
pred_003136,2025-11-16T21:49:00,legit
pred_003139,2025-11-02T22:42:00,legit
pred_003143,2025-11-07T23:22:00,legit
pred_003147,2025-11-10T02:10:00,legit
pred_003151,2025-11-10T03:16:00,legit
pred_003152,2025-10-29T03:26:00,legit
pred_003157,2025-11-04T04:27:00,legit
pred_003158,2025-10-28T04:38:00,legit
pred_003159,2025-11-11T05:15:00,legit
pred_003160,2025-11-07T05:17:00,legit
pred_003168,2025-11-12T10:11:00,legit
pred_003169,2025-11-08T10:37:00,legit
pred_003171,2025-10-26T12:24:00,legit
pred_003173,2025-11-04T12:55:00,fraud
